date_time,station_id,eto,etr,rso,ea_avg,rh_max,rh_min,td_avg,td_max,td_min,solarmj,airt_avg,airt_max,airt_min,intt_avg,wett_avg,windd_sd,airt2_avg,battv_min,precip_tb,timestamp,windd_avg,winds_avg,winds_max,precip_wpg,soilt4_avg,soilt8_avg,solarw_avg,precip_accum,soilvwc8_avg,wetstate_avg
"2021-01-01 15:00:00",1138054,0.046,0.060,0.52525353,0.371,74,71,-6.7,-6.3,-7.1,0.6714,-2.4,-2.2,-2.6,0.6,,14,-2.3,14.27,0.000,,32,2.101,3.800,0.000,-1.1,-0.4,186,179.578,6,0
"2021-01-01 16:00:00",1138054,0.013,0.020,0.068322336,0.377,76,71,-6.4,-6.1,-6.8,0.2983,-2.4,-2.2,-2.7,-0.3,,10,-2.4,13.62,0.000,,115,1.922,3.308,0.000,-1.1,-0.4,83,179.578,6,0
"2021-01-01 17:00:00",1138054,0.001,0.002,1E-6,0.380,79,74,-6.4,-6.1,-6.8,0.0445,-2.9,-2.6,-3.2,-1.4,,13,-2.8,12.99,0.000,,33,1.609,3.219,0.000,-1.1,-0.4,12,179.578,7,0
"2021-01-01 18:00:00",1138054,-0.004,-0.004,1E-6,0.378,81,77,-6.4,-6.1,-6.6,0.0002,-3.2,-3.0,-3.4,-2.2,,12,-3.1,12.92,0.000,,18,1.207,2.101,0.000,-1.1,-0.4,0,179.578,6,0
"2021-01-01 19:00:00",1138054,-0.002,-0.002,1E-6,0.352,80,75,-7.1,-6.3,-8.6,0.0001,-3.7,-3.2,-5.7,-2.8,,15,-4.2,12.88,0.000,,79,1.654,3.710,0.000,-1.1,-0.4,0,179.578,6,0
"2021-01-01 20:00:00",1138054,0.001,0.001,1E-6,0.305,89,80,-9.3,-7.9,-10.6,0.0001,-7.1,-5.4,-8.9,-5.3,,7.4,-7.1,12.84,0.000,,69,2.816,4.157,0.000,-1.0,-0.4,0,179.578,6,0
"2021-01-01 21:00:00",1138054,-0.002,-0.002,1E-6,0.263,92,86,-11.3,-8.9,-14.5,0.0001,-9.9,-7.6,-13.1,-8.1,,9.9,-10.1,12.81,0.000,,148,2.056,3.040,0.000,-1.0,-0.4,0,179.578,6,0
"2021-01-01 22:00:00",1138054,-0.002,-0.002,1E-6,0.239,94,89,-12.6,-10.2,-15.7,0.0001,-11.4,-9.2,-14.3,-10.4,,10,-11.2,12.79,0.000,,141,2.682,3.666,0.000,-1.0,-0.4,0,179.578,6,0
"2021-01-01 23:00:00",1138054,-0.003,-0.003,1E-6,0.198,94,87,-14.3,-12.1,-16.7,0.0001,-13.2,-10.8,-15.3,-11.4,,39,-13.5,12.74,0.000,,206,1.788,2.861,0.000,-1.0,-0.4,0,179.578,6,0
"2021-01-02 00:00:00",1138054,-0.003,-0.003,1E-6,0.183,93,87,-15.3,-12.0,-17.8,0.0001,-14.0,-11.1,-16.2,-12.3,,15,-14.1,12.71,0.000,,49,1.565,2.548,0.000,-1.0,-0.4,0,179.578,6,0
"2021-01-02 01:00:00",1138054,-0.003,-0.003,1E-6,0.213,92,86,-14.5,-11.6,-17.9,0.0001,-13.2,-10.5,-16.2,-12.6,,28,-12.6,12.7,0.000,,140,1.609,2.638,0.000,-1.1,-0.4,0,179.578,6,0
"2021-01-02 02:00:00",1138054,-0.005,-0.005,1E-6,0.210,91,88,-13.7,-11.7,-14.8,0.0001,-12.3,-10.5,-13.3,-11.5,,29,-12.6,12.68,0.000,,220,0.939,2.012,0.000,-1.1,-0.4,0,179.578,6,0
"2021-01-02 03:00:00",1138054,-0.005,-0.007,1E-6,0.236,91,89,-12.8,-11.8,-14.1,0.0001,-11.6,-10.6,-12.6,-11.2,,38,-10.9,12.65,0.000,,176,0.894,2.056,0.000,-1.1,-0.4,0,179.578,6,0
"2021-01-02 04:00:00",1138054,-0.004,-0.004,1E-6,0.237,92,89,-12.3,-11.1,-13.3,0.0001,-11.1,-10.1,-11.9,-10.4,,23,-11.1,12.62,0.000,,126,1.386,2.548,0.000,-1.2,-0.4,0,179.578,6,0
"2021-01-02 05:00:00",1138054,-0.005,-0.005,1E-6,0.249,92,90,-11.8,-11.2,-12.6,0.0001,-10.6,-10.0,-11.2,-10.2,,27,-10.6,12.61,0.000,,276,1.118,2.727,0.000,-1.2,-0.4,0,179.578,6,0
"2021-01-02 06:00:00",1138054,-0.004,-0.005,0.0025112098,0.216,90,89,-13.3,-12.4,-14.4,0.0001,-11.9,-11.1,-12.9,-10.7,,30,-12.1,12.58,0.000,,225,1.118,2.190,0.000,-1.2,-0.4,0,179.578,6,0
"2021-01-02 07:00:00",1138054,0.003,0.005,0.171427772,0.201,92,87,-14.1,-12.3,-16.9,0.0017,-12.8,-11.1,-15.2,-12.4,,13,-12.9,12.57,0.000,,167,1.296,2.369,0.000,-1.3,-0.4,0,179.324,6,0
"2021-01-02 08:00:00",1138054,0.012,0.014,0.7293156,0.215,93,87,-13.8,-11.9,-16.3,0.1832,-12.6,-10.9,-14.6,-12.8,,39,-12.4,12.58,0.000,,185,0.581,2.056,0.000,-1.3,-0.4,51,179.324,6,0
"2021-01-02 09:00:00",1138054,0.045,0.049,1.2775141,0.211,91,86,-13.8,-12.1,-15.3,0.8066,-12.4,-10.7,-13.6,-10.1,,13,-12.5,15.02,0.000,,211,0.447,1.743,0.000,-1.3,-0.4,224,179.578,6,0
"2021-01-02 10:00:00",1138054,0.085,0.091,1.6590754,0.269,91,88,-11.2,-8.6,-13.5,1.3276,-9.8,-7.4,-11.9,-5.9,,22,-9.5,14.57,0.000,,199,0.492,1.341,0.000,-1.4,-0.4,369,179.578,6,0
"2021-01-02 11:00:00",1138054,0.122,0.135,1.8341432,0.332,91,74,-8.4,-7.6,-9.1,1.6420,-5.6,-3.8,-7.7,-2.3,,27,-5.3,14.49,0.000,,188,1.296,2.459,0.000,-1.4,-0.4,456,179.578,6,0
"2021-01-02 12:00:00",1138054,0.153,0.168,1.7985366,0.339,81,62,-8.0,-7.2,-9.0,1.8068,-3.4,-2.1,-4.9,0.0,,17,-2.9,14.38,0.000,,233,0.805,1.654,0.000,-1.4,-0.4,502,179.578,6,0
"2021-01-02 13:00:00",1138054,0.172,0.189,1.5492389,0.333,64,50,-8.1,-6.4,-9.7,1.7791,-0.7,1.6,-2.1,2.6,,13,-0.2,14.26,0.000,,96,0.581,1.922,0.000,-1.4,-0.4,494,179.578,6,0
"2021-01-02 14:00:00",1138054,0.168,0.205,1.1090281,0.320,53,38,-8.3,-7.2,-9.9,1.5387,2.3,2.9,1.3,4.3,,7.8,2.3,14.19,0.000,,81,1.878,2.414,0.000,-1.4,-0.4,427,179.832,6,0
"2021-01-02 15:00:00",1138054,0.118,0.150,0.53596437,0.326,48,42,-8.4,-7.7,-9.1,1.1164,2.3,2.8,1.6,5.5,,9.4,2.4,14.16,0.000,,71,1.699,2.414,0.000,-1.3,-0.4,310,179.832,6,0
"2021-01-02 16:00:00",1138054,0.053,0.072,0.071594289,0.328,50,40,-8.3,-7.5,-9.1,0.6483,2.2,3.3,1.2,4.8,,6.3,1.9,14.02,0.000,,150,1.565,2.235,0.000,-1.3,-0.4,180,179.832,6,0
"2021-01-02 17:00:00",1138054,0.003,0.006,1E-6,0.314,62,42,-9.0,-7.9,-10.3,0.1076,0.4,2.6,-2.6,2.0,,7.4,0.1,13.35,0.000,,172,1.162,2.146,0.000,-1.3,-0.4,30,179.832,6,0
"2021-01-02 18:00:00",1138054,-0.004,-0.004,1E-6,0.305,68,56,-8.9,-7.8,-10.4,0.0002,-2.7,-1.2,-4.7,-2.8,,13,-2.8,12.94,0.000,,112,1.252,2.548,0.000,-1.2,-0.4,0,179.832,6,0
"2021-01-02 19:00:00",1138054,-0.004,-0.004,1E-6,0.268,82,51,-10.5,-8.2,-12.9,0.0001,-5.9,-0.2,-9.4,-4.9,,20,-6.7,12.88,0.000,,63,1.431,3.263,0.000,-1.2,-0.4,0,179.832,6,0
"2021-01-02 20:00:00",1138054,-0.003,-0.003,1E-6,0.267,84,68,-10.6,-8.3,-13.5,0.0001,-6.9,-4.0,-10.3,-7.1,,20,-6.9,12.83,0.000,,93,1.699,3.085,0.000,-1.2,-0.4,0,179.832,6,0
"2021-01-02 21:00:00",1138054,-0.005,-0.005,1E-6,0.249,87,77,-11.7,-10.1,-14.0,0.0001,-9.4,-7.6,-11.1,-8.7,,21,-9.1,12.81,0.000,,97,1.609,2.950,0.000,-1.2,-0.4,0,179.832,6,0
"2021-01-02 22:00:00",1138054,-0.008,-0.011,1E-6,0.225,87,72,-12.1,-9.4,-14.0,0.0001,-9.6,-6.3,-12.2,-9.2,,26,-10.5,12.78,0.000,,134,0.849,2.325,0.000,-1.3,-0.4,0,179.832,6,0
"2021-01-02 23:00:00",1138054,-0.008,-0.010,1E-6,0.225,90,85,-13.1,-11.8,-15.2,0.0001,-11.5,-10.3,-13.3,-10.6,,3.9,-11.7,12.75,0.000,,143,1.118,3.398,0.000,-1.3,-0.4,0,179.832,6,0
"2021-01-03 00:00:00",1138054,-0.006,-0.007,1E-6,0.236,90,82,-12.6,-10.8,-14.3,0.0001,-10.8,-8.7,-12.6,-10.9,,22,-9.8,12.72,0.000,,148,1.475,3.040,0.000,-1.3,-0.4,0,179.832,6,0
"2021-01-03 01:00:00",1138054,-0.004,-0.005,1E-6,0.227,86,77,-12.5,-10.6,-14.1,0.0001,-10.2,-7.7,-12.0,-10.4,,14,-10.8,12.68,0.000,,174,1.922,3.934,0.000,-1.4,-0.4,0,179.832,6,0
"2021-01-03 02:00:00",1138054,-0.007,-0.008,1E-6,0.198,89,84,-14.0,-12.7,-16.2,0.0001,-12.2,-11.3,-14.1,-11.2,,15,-12.7,12.67,0.000,,91,1.073,2.638,0.000,-1.4,-0.4,0,179.832,6,0
"2021-01-03 03:00:00",1138054,-0.006,-0.007,1E-6,0.208,90,84,-14.2,-12.8,-16.1,0.0001,-12.4,-11.2,-14.1,-12.0,,22,-12.4,12.64,0.000,,171,1.118,2.906,0.000,-1.5,-0.4,0,179.578,6,0
"2021-01-03 04:00:00",1138054,-0.004,-0.005,1E-6,0.188,89,85,-15.4,-13.3,-16.3,0.0001,-13.7,-11.9,-14.4,-12.2,,9.4,-13.4,12.62,0.000,,189,1.565,2.861,0.000,-1.6,-0.4,0,179.578,6,0
"2021-01-03 05:00:00",1138054,-0.004,-0.005,1E-6,0.213,89,85,-13.7,-11.9,-14.8,0.0001,-11.9,-9.9,-12.9,-11.9,,41,-11.7,12.59,0.000,,163,1.967,3.845,0.000,-1.6,-0.4,0,179.578,6,0
"2021-01-03 06:00:00",1138054,-0.005,-0.006,0.00248306,0.237,87,82,-12.2,-10.9,-13.7,0.0001,-10.1,-8.7,-11.7,-10.5,,16,-10.3,12.57,0.000,,199,1.699,3.442,0.000,-1.7,-0.5,0,179.578,6,0
"2021-01-03 07:00:00",1138054,0.003,0.006,0.170311456,0.269,87,84,-11.2,-9.9,-12.2,0.0009,-9.2,-7.8,-10.5,-9.4,,14,-8.6,12.55,0.000,,122,1.520,2.950,0.000,-1.7,-0.5,0,179.832,6,0
"2021-01-03 08:00:00",1138054,0.013,0.018,0.7251115,0.273,89,80,-10.6,-9.1,-11.6,0.1218,-8.5,-6.7,-9.9,-8.2,,22,-8.6,12.57,0.000,,240,1.296,2.459,0.000,-1.7,-0.5,34,179.832,6,0
"2021-01-03 09:00:00",1138054,0.037,0.042,1.2696913,0.291,89,83,-10.0,-9.3,-10.6,0.4690,-8.0,-6.9,-9.1,-7.0,,50,-7.7,13.19,0.000,,215,0.894,1.967,0.000,-1.8,-0.6,130,179.832,6,0
"2021-01-03 10:00:00",1138054,0.063,0.073,1.6518605,0.338,84,76,-8.1,-6.7,-9.5,0.7245,-5.4,-3.1,-7.1,-4.5,,20,-4.9,13.74,0.000,,211,1.788,3.621,0.000,-1.8,-0.6,201,179.832,6,0
"2021-01-03 11:00:00",1138054,0.094,0.108,1.8323074,0.371,79,72,-6.6,-6.1,-7.1,1.0332,-3.1,-2.3,-3.7,-1.0,,21,-2.9,14.83,0.000,,305,1.743,3.398,0.000,-1.8,-0.6,287,179.832,6,0
"2021-01-03 12:00:00",1138054,0.139,0.155,1.7989562,0.389,76,62,-6.4,-5.1,-7.2,1.5367,-1.8,0.6,-2.6,0.5,,16,-1.2,14.75,0.000,,110,1.252,3.353,0.000,-1.7,-0.6,427,179.832,6,0
"2021-01-03 13:00:00",1138054,0.173,0.189,1.5475625,0.419,73,61,-5.4,-3.8,-6.3,1.7692,0.0,1.2,-1.0,3.5,,26,-0.3,14.26,0.000,,224,0.581,1.654,0.000,-1.7,-0.6,491,179.832,6,0
"2021-01-03 14:00:00",1138054,0.156,0.177,1.108178,0.429,68,57,-4.7,-3.9,-5.4,1.5327,1.9,3.0,0.8,5.7,,16,2.0,14.18,0.000,,251,0.983,2.101,0.000,-1.6,-0.6,426,179.832,6,0
"2021-01-03 15:00:00",1138054,0.113,0.138,0.5402095,0.426,68,51,-5.0,-3.7,-6.0,1.1138,2.6,3.3,1.4,6.4,,25,2.6,14.12,0.000,,74,1.520,2.414,0.000,-1.6,-0.6,309,179.832,6,0
"2021-01-03 16:00:00",1138054,0.026,0.035,0.074615669,0.401,55,47,-5.7,-4.8,-6.5,0.4328,3.7,4.3,2.6,5.7,,9.4,3.8,14,0.000,,77,0.715,1.743,0.000,-1.5,-0.6,120,179.832,6,0
"2021-01-03 17:00:00",1138054,-0.001,0.000,1E-6,0.399,68,49,-5.7,-4.0,-8.2,0.0330,1.8,3.6,-1.7,1.9,,7.7,0.8,13.07,0.000,,146,1.520,3.353,0.000,-1.4,-0.6,9,179.832,6,0
"2021-01-03 18:00:00",1138054,0.004,0.006,1E-6,0.424,75,61,-4.8,-3.8,-6.9,0.0002,0.7,2.7,-3.0,-0.6,,22,-0.1,12.93,0.000,,117,2.459,3.845,0.000,-1.4,-0.6,0,180.086,6,0
"2021-01-03 19:00:00",1138054,-0.008,-0.010,1E-6,0.386,83,73,-6.8,-5.4,-9.1,0.0001,-3.5,-2.1,-5.4,-3.0,,20,-2.7,12.87,0.000,,138,1.207,2.414,0.000,-1.3,-0.6,0,179.832,6,0
"2021-01-03 20:00:00",1138054,-0.009,-0.011,1E-6,0.346,87,75,-7.1,-5.5,-9.6,0.0001,-4.1,-2.2,-6.8,-4.3,,32,-4.6,12.84,0.000,,94,1.028,2.325,0.000,-1.3,-0.6,0,179.832,6,0
"2021-01-03 21:00:00",1138054,-0.006,-0.007,1E-6,0.329,90,82,-8.2,-6.2,-11.7,0.0001,-6.2,-4.3,-9.2,-5.6,,44,-6.6,12.81,0.000,,156,1.878,3.398,0.000,-1.3,-0.6,0,179.832,6,0
"2021-01-03 22:00:00",1138054,-0.008,-0.010,1E-6,0.313,91,85,-8.9,-7.9,-10.8,0.0001,-7.3,-6.4,-8.9,-6.7,,23,-7.1,12.78,0.000,,90,1.386,3.219,0.000,-1.3,-0.6,0,179.832,6,0
"2021-01-03 23:00:00",1138054,-0.008,-0.009,1E-6,0.319,93,79,-8.3,-5.9,-10.3,0.0001,-6.5,-3.7,-8.4,-6.9,,26,-6.8,12.74,0.000,,179,1.386,2.772,0.000,-1.3,-0.6,0,179.832,6,0
"2021-01-04 00:00:00",1138054,-0.007,-0.008,1E-6,0.291,93,87,-10.0,-8.0,-11.3,0.0001,-8.7,-6.9,-9.9,-7.6,,21,-8.5,12.73,0.000,,134,1.609,2.816,0.000,-1.4,-0.6,0,179.832,6,0
"2021-01-04 01:00:00",1138054,-0.007,-0.008,1E-6,0.287,93,85,-10.0,-7.4,-12.4,0.0001,-8.7,-6.3,-10.6,-8.1,,24,-8.8,12.69,0.000,,234,1.609,3.845,0.000,-1.4,-0.6,0,179.832,6,0
"2021-01-04 02:00:00",1138054,-0.005,-0.006,1E-6,0.307,92,85,-9.3,-7.1,-10.9,0.0001,-7.9,-5.6,-9.2,-7.9,,28,-7.7,12.67,0.000,,225,2.146,3.889,0.000,-1.4,-0.6,0,179.578,6,0
"2021-01-04 03:00:00",1138054,-0.007,-0.008,1E-6,0.320,92,86,-8.9,-6.9,-10.5,0.0001,-7.6,-5.4,-9.2,-7.6,,7.7,-6.8,12.65,0.000,,166,1.922,3.040,0.000,-1.4,-0.6,0,179.832,6,0
"2021-01-04 04:00:00",1138054,-0.010,-0.012,1E-6,0.301,92,86,-9.2,-7.4,-10.6,0.0001,-7.7,-5.8,-9.2,-7.6,,28,-7.8,12.62,0.000,,99,0.983,2.325,0.000,-1.5,-0.6,0,179.832,6,0
"2021-01-04 05:00:00",1138054,-0.005,-0.005,1E-6,0.308,94,89,-9.1,-8.2,-10.1,0.0001,-7.9,-6.8,-8.8,-8.1,,25,-7.8,12.59,0.000,,109,2.325,3.442,0.000,-1.6,-0.6,0,179.578,6,0
"2021-01-04 06:00:00",1138054,-0.010,-0.014,0.002464923,0.264,91,86,-11.1,-9.1,-11.6,0.0001,-9.7,-7.5,-10.1,-8.1,,18,-9.6,12.57,0.000,,250,0.849,3.755,0.000,-1.6,-0.6,0,179.578,6,0
"2021-01-04 07:00:00",1138054,0.001,0.002,0.16986588,0.298,91,88,-9.7,-8.9,-10.9,0.0021,-8.3,-7.3,-9.6,-8.1,,12,-7.8,12.58,0.000,,147,1.162,2.906,0.000,-1.6,-0.6,1,179.578,6,0
"2021-01-04 08:00:00",1138054,0.012,0.014,0.7206867,0.348,90,88,-7.7,-6.9,-9.3,0.0975,-6.2,-5.3,-7.9,-6.7,,7.1,-5.8,12.58,0.000,,182,0.939,2.950,0.000,-1.7,-0.6,27,179.578,6,0
"2021-01-04 09:00:00",1138054,0.039,0.045,1.2583872,0.421,90,84,-5.4,-4.2,-7.5,0.3908,-3.7,-1.9,-5.9,-4.2,,12,-3.1,12.89,0.000,,166,1.162,2.280,0.000,-1.7,-0.6,109,179.832,6,0
"2021-01-04 10:00:00",1138054,0.111,0.125,1.6398538,0.455,85,76,-4.0,-3.7,-4.3,1.1695,-0.8,-0.2,-1.9,-0.3,,12,-0.7,13.99,0.000,,60,1.207,2.950,0.000,-1.7,-0.6,325,179.832,6,0
"2021-01-04 11:00:00",1138054,0.136,0.151,1.8239604,0.474,79,70,-3.4,-2.7,-3.9,1.3303,0.6,1.7,-0.3,3.5,,32,0.7,14.3,0.000,,162,1.028,2.861,0.000,-1.7,-0.6,370,179.832,6,0
"2021-01-04 12:00:00",1138054,0.124,0.139,1.791955,0.492,77,68,-3.1,-1.6,-4.0,1.1220,1.6,2.3,0.8,4.8,,13,1.8,14.24,0.000,,101,0.849,2.146,0.000,-1.7,-0.7,312,179.832,6,0
"2021-01-04 13:00:00",1138054,0.146,0.164,1.5429046,0.521,76,65,-2.1,-1.4,-2.9,1.3424,2.8,3.4,2.2,5.4,,22,3.0,14.23,0.000,,54,1.028,2.101,0.000,-1.6,-0.7,373,179.832,6,0
"2021-01-04 14:00:00",1138054,0.172,0.198,1.1108714,0.517,65,55,-2.4,-1.7,-3.2,1.5399,4.5,5.7,3.2,7.4,,15,4.7,14.14,0.000,,170,1.252,2.593,0.000,-1.5,-0.7,428,179.832,6,0
"2021-01-04 15:00:00",1138054,0.119,0.137,0.5460905,0.497,61,50,-2.8,-1.8,-3.6,1.1295,5.2,6.8,4.4,9.1,,27,5.0,14.07,0.000,,221,0.715,1.699,0.000,-1.4,-0.7,314,179.832,6,0
"2021-01-04 16:00:00",1138054,0.034,0.044,0.077743354,0.518,65,56,-2.2,-1.4,-3.1,0.4663,4.8,5.5,3.9,8.6,,26,4.9,14.06,0.000,,64,0.983,2.235,0.000,-1.4,-0.6,130,179.832,6,0
